Artist_Reputation,Weight,Material,Price_Of_Sculpture,Base_Shipping_Price,International,Express_Shipment,Installation_Included,Transport,Fragile,Customer_Information,Cost
Low_Reputation,11943.0,Brass,6.53,44.22,No,No,No,Roadways,No,Working Class,290.17
Moderate_Reputation,515.0,Bronze,5.66,19.8,No,No,No,Roadways,No,Working Class,221.34
Moderate_Reputation,6993.0,Bronze,6.27,82.78,Yes,Yes,Yes,Airways,No,Working Class,1068.14
High_Reputation,684.0,Brass,6.21,13.48,No,No,No,Roadways,No,Working Class,373.58
Low_Reputation,9826.0,Bronze,42.35,70.57,No,No,No,Waterways,No,Wealthy,609.78
Low_Reputation,422.0,Aluminium,6.68,17.34,No,No,No,Waterways,No,Working Class,142.23
High_Reputation,237.0,Aluminium,5.42,10.23,Yes,No,No,Waterways,No,Working Class,269.71
Moderate_Reputation,34.0,Aluminium,4.77,10.12,No,No,No,Airways,No,Working Class,122.99
Low_Reputation,4321.0,Aluminium,17.44,18.0,Yes,No,Yes,Waterways,No,Wealthy,278.4
Moderate_Reputation,2555.0,Clay,4.51,18.1,No,No,Yes,Roadways,Yes,Working Class,329.97
Very_High_Reputation,47878.0,Marble,82.52,94.04,No,No,No,Airways,No,Working Class,1119.86
High_Reputation,212.0,Wood,4.01,15.06,No,No,No,Roadways,No,Working Class,333.81
High_Reputation,349.0,Wood,3.09,18.05,No,No,Yes,Roadways,No,Working Class,461.97
High_Reputation,2148.0,Bronze,14.85,14.5,No,Yes,Yes,Roadways,No,Working Class,496.28
Low_Reputation,564.0,Aluminium,4.2,18.25,Yes,No,No,Airways,No,Wealthy,161.69
Low_Reputation,493.0,Aluminium,4.61,12.13,No,No,No,Roadways,No,Working Class,102.63
High_Reputation,9661.0,Bronze,33.31,73.21,No,No,No,Roadways,No,Wealthy,1605.26
Low_Reputation,9411.0,Bronze,11.67,89.34,No,No,No,Airways,No,Working Class,377.09
Moderate_Reputation,10952.0,Brass,17.33,54.34,Yes,No,No,Waterways,No,Wealthy,527.05
Moderate_Reputation,3632.0,Clay,6.14,24.3,Yes,No,No,Roadways,Yes,Working Class,509.95
Low_Reputation,74721.0,Marble,83.2,72.91,No,No,Yes,Airways,No,Working Class,643.21
Low_Reputation,3556.0,Clay,6.43,19.42,No,No,No,Roadways,Yes,Working Class,216.62
Low_Reputation,567.0,Wood,6.06,11.65,No,No,No,Roadways,No,Wealthy,152.59
Moderate_Reputation,43.0,Brass,6.02,22.47,No,No,Yes,Roadways,No,Working Class,283.6
Moderate_Reputation,378.0,Clay,3.33,10.9,No,No,Yes,Roadways,Yes,Working Class,184.25
Moderate_Reputation,1356.0,Aluminium,4.9,16.43,No,No,Yes,Roadways,No,Working Class,191.89
Moderate_Reputation,491.0,Clay,6.86,20.17,No,No,Yes,Waterways,Yes,Working Class,269.33
High_Reputation,814.0,Aluminium,5.64,24.56,No,No,Yes,Roadways,No,Working Class,416.17
Low_Reputation,399.0,Aluminium,3.07,10.39,No,No,No,Roadways,No,Working Class,98.37
Moderate_Reputation,5838.0,Aluminium,3.83,57.41,Yes,No,Yes,Waterways,No,Working Class,849.82
High_Reputation,3328.0,Brass,5.21,23.34,No,No,No,Roadways,No,Working Class,388.85
Moderate_Reputation,165.0,Wood,3.84,24.93,Yes,Yes,Yes,Airways,No,Wealthy,352.6
Low_Reputation,39.0,Clay,4.81,17.58,No,No,Yes,Roadways,Yes,Working Class,149.62
High_Reputation,970.0,Bronze,4.94,22.43,No,No,No,Roadways,No,Working Class,332.31
Low_Reputation,1739.0,Clay,6.42,22.95,No,No,No,Waterways,Yes,Working Class,189.17
Low_Reputation,600.0,Clay,4.25,11.72,Yes,No,No,Waterways,Yes,Working Class,140.82
Moderate_Reputation,4.0,Aluminium,3.13,14.53,No,No,Yes,Waterways,No,Working Class,125.39
High_Reputation,2974.0,Clay,16.82,20.05,No,Yes,No,Roadways,Yes,Working Class,530.06
High_Reputation,55.0,Wood,4.68,12.73,No,Yes,No,Roadways,No,Wealthy,247.02
Very_High_Reputation,1711.0,Clay,6.86,17.0,No,No,No,Airways,Yes,Working Class,307.26
Moderate_Reputation,2195.0,Bronze,5.56,21.89,Yes,Yes,No,Airways,No,Wealthy,339.93
Moderate_Reputation,2229.0,Aluminium,9.51,17.55,Yes,No,No,Roadways,No,Working Class,571.88
Moderate_Reputation,48207.0,Stone,78.51,48.58,No,No,Yes,Roadways,No,Working Class,1541.98
Very_High_Reputation,8106.0,Brass,28.6,67.34,No,No,No,Waterways,No,Working Class,2157.67
Low_Reputation,54.0,Wood,6.54,23.86,No,No,No,Roadways,No,Working Class,163.72
High_Reputation,775.0,Clay,5.56,19.03,Yes,No,No,Roadways,Yes,Working Class,417.27
High_Reputation,11101.0,Bronze,38.27,35.38,No,Yes,No,Roadways,No,Working Class,872.35
Low_Reputation,9861.0,Brass,11.09,37.29,No,Yes,Yes,Roadways,No,Wealthy,320.21
Low_Reputation,411.0,Marble,5.98,22.14,Yes,Yes,No,Airways,No,Wealthy,255.29
Low_Reputation,676.0,Aluminium,6.68,11.6,Yes,No,No,Airways,No,Working Class,133.43
Low_Reputation,2603.0,Wood,3.17,18.13,No,Yes,Yes,Airways,No,Wealthy,204.28
Low_Reputation,125.0,Aluminium,4.89,23.12,No,Yes,No,Roadways,No,Wealthy,153.33
Moderate_Reputation,1465.0,Aluminium,5.92,18.92,Yes,No,Yes,Waterways,No,Working Class,337.92
Moderate_Reputation,10855.0,Clay,34.91,29.74,Yes,Yes,No,Airways,Yes,Wealthy,745.23
Moderate_Reputation,381.0,Aluminium,4.3,10.22,No,No,Yes,Roadways,No,Working Class,147.47
Moderate_Reputation,3542.0,Brass,10.25,18.11,Yes,No,Yes,Waterways,No,Working Class,256.83
High_Reputation,13.0,Aluminium,5.57,18.32,Yes,Yes,Yes,Airways,No,Wealthy,258.9
Moderate_Reputation,2269.0,Marble,5.25,14.52,No,No,No,Roadways,No,Working Class,215.88
Low_Reputation,7467.0,Bronze,10.22,68.42,No,Yes,Yes,Roadways,No,Working Class,391.97
High_Reputation,628.0,Stone,4.86,20.17,Yes,Yes,Yes,Airways,No,Wealthy,379.41
Moderate_Reputation,1172.0,Aluminium,6.53,23.07,No,No,No,Roadways,No,Working Class,287.81
Low_Reputation,2236.0,Aluminium,3.4,20.81,Yes,Yes,Yes,Airways,No,Wealthy,268.55
Low_Reputation,86.0,Clay,6.88,10.73,No,Yes,No,Roadways,Yes,Wealthy,108.08
Moderate_Reputation,972.0,Aluminium,6.78,19.37,Yes,No,No,Waterways,No,Working Class,410.52
Low_Reputation,3109.0,Bronze,4.23,17.58,No,Yes,No,Roadways,No,Working Class,161.23
Low_Reputation,287.0,Bronze,5.25,14.88,No,Yes,Yes,Roadways,No,Wealthy,169.24
Moderate_Reputation,1640.0,Aluminium,13.1,24.81,Yes,No,Yes,Waterways,No,Wealthy,418.84
Moderate_Reputation,108.0,Aluminium,5.83,10.2,No,No,No,Roadways,No,Working Class,134.58
Moderate_Reputation,10544.0,Brass,23.22,62.79,No,Yes,Yes,Airways,No,Working Class,870.97
Moderate_Reputation,3427.5422818791944,Clay,12.15,12.98,Yes,No,No,Waterways,Yes,Working Class,170.21
High_Reputation,3427.5422818791944,Clay,4.59,15.65,No,No,No,Roadways,Yes,Working Class,500.83
Low_Reputation,1939.0,Brass,4.83,14.65,No,Yes,No,Roadways,No,Working Class,231.9
Moderate_Reputation,38462.0,Brass,77.09,78.97,Yes,No,No,Waterways,No,Working Class,956.0
High_Reputation,166.0,Clay,6.21,17.33,Yes,Yes,Yes,Airways,Yes,Working Class,636.41
Low_Reputation,1461.0,Aluminium,5.03,21.06,Yes,Yes,No,Airways,No,Wealthy,184.07
Low_Reputation,18767.0,Bronze,45.83,25.81,No,Yes,No,Roadways,No,Wealthy,381.93
Moderate_Reputation,47834.0,Marble,127.41,65.36,No,No,Yes,Airways,No,Working Class,1086.74
High_Reputation,1652.0,Clay,8.24,20.95,No,No,No,Roadways,Yes,Working Class,539.97
High_Reputation,538.0,Aluminium,3.51,20.81,No,Yes,No,Airways,No,Working Class,738.43
Low_Reputation,340.0,Clay,4.51,22.79,No,No,No,Roadways,Yes,Working Class,184.78
Moderate_Reputation,45246.0,Bronze,162.13,39.71,No,No,Yes,Waterways,No,Wealthy,1088.73
Moderate_Reputation,1351.5868187579215,Aluminium,3.95,16.04,Yes,No,No,Airways,No,Working Class,288.34
Low_Reputation,14810.0,Brass,32.92,92.78,Yes,Yes,No,Airways,No,Working Class,965.19
High_Reputation,261.0,Bronze,5.44,19.05,Yes,No,No,Waterways,No,Working Class,337.65
Low_Reputation,1408.0,Aluminium,5.68,13.27,No,No,Yes,Roadways,No,Wealthy,223.19
High_Reputation,3950.0,Brass,8.15,11.0,No,No,Yes,Roadways,No,Wealthy,297.06
Moderate_Reputation,1591.0,Bronze,5.8,15.03,No,No,Yes,Roadways,No,Working Class,267.25
Very_High_Reputation,606.0,Aluminium,5.34,14.09,No,Yes,No,Airways,No,Wealthy,926.94
Low_Reputation,11835.0,Clay,24.38,98.81,Yes,No,Yes,Waterways,Yes,Working Class,900.91
High_Reputation,5065.0,Brass,25.33,27.23,No,No,Yes,Roadways,No,Working Class,670.98
Very_High_Reputation,6445.0,Clay,7.0,50.39,No,No,Yes,Roadways,Yes,Working Class,757.27
Moderate_Reputation,1594.0,Clay,6.32,13.61,No,No,No,Roadways,Yes,Working Class,213.89
High_Reputation,724.0,Aluminium,6.54,16.13,No,Yes,Yes,Airways,No,Wealthy,573.76
Moderate_Reputation,426.0,Wood,3.35,16.34,Yes,No,Yes,Airways,No,Working Class,191.96
High_Reputation,396.89110225763613,Wood,4.27,18.52,Yes,No,No,Airways,No,Working Class,710.84
High_Reputation,1184.0,Clay,5.69,17.32,No,No,Yes,Airways,Yes,Wealthy,428.82
Low_Reputation,1229.0,Aluminium,5.66,18.81,Yes,No,No,Waterways,No,Wealthy,151.28
Low_Reputation,1459.0,Brass,4.3,14.28,No,No,Yes,Roadways,No,Working Class,155.73
High_Reputation,4197.0,Brass,27.09,22.29,No,No,No,Roadways,No,Working Class,476.85
High_Reputation,227.0,Wood,3.82,18.74,No,Yes,Yes,Roadways,No,Wealthy,376.99
Low_Reputation,570.0,Aluminium,4.06,24.53,Yes,No,No,Waterways,No,Working Class,212.33
Moderate_Reputation,33281.0,Brass,101.54,31.32,Yes,No,No,Waterways,No,Working Class,776.2
Moderate_Reputation,235.0,Bronze,6.99,17.66,Yes,No,No,Airways,No,Working Class,294.91
Very_High_Reputation,55.0,Aluminium,5.31,13.03,No,No,Yes,Waterways,No,Working Class,145.81
Low_Reputation,3427.5422818791944,Clay,12.26,73.94,No,No,No,Roadways,Yes,Working Class,527.19
Very_High_Reputation,16373.0,Brass,27.87,41.85,No,No,No,Roadways,No,Working Class,1322.23
Low_Reputation,1302.0,Bronze,6.12,16.6,No,No,No,Waterways,No,Working Class,149.27
High_Reputation,3733.0,Clay,16.48,21.18,No,No,No,Roadways,Yes,Working Class,569.87
Low_Reputation,531.0,Wood,5.38,17.42,Yes,No,Yes,Airways,No,Wealthy,236.12
Moderate_Reputation,251.0,Bronze,6.88,13.68,Yes,No,No,Airways,No,Working Class,181.07
Moderate_Reputation,1351.5868187579215,Aluminium,6.07,20.64,No,No,No,Roadways,No,Working Class,365.73
Low_Reputation,145.0,Clay,4.12,16.83,No,No,No,Waterways,Yes,Working Class,114.74
High_Reputation,773.0,Wood,6.76,12.77,No,No,No,Roadways,No,Working Class,709.16
High_Reputation,706.0,Wood,4.89,24.11,No,Yes,Yes,Roadways,No,Wealthy,933.61
High_Reputation,81.0,Stone,6.37,12.48,No,Yes,No,Airways,No,Working Class,262.96
Moderate_Reputation,741.0,Bronze,5.89,14.71,Yes,No,Yes,Waterways,No,Working Class,209.39
Moderate_Reputation,1622.0,Brass,5.24,16.81,No,No,No,Roadways,No,Working Class,310.63
Low_Reputation,17324.0,Clay,21.18,87.42,Yes,No,No,Waterways,Yes,Working Class,700.32
Moderate_Reputation,284.0,Wood,5.24,12.99,No,No,No,Roadways,No,Working Class,157.96
Moderate_Reputation,7743.0,Stone,30.66,30.65,Yes,No,Yes,Waterways,No,Wealthy,565.39
High_Reputation,1539.0,Marble,3.05,22.79,Yes,No,No,Waterways,No,Wealthy,321.21
Very_High_Reputation,77.0,Clay,3.8,16.71,No,Yes,Yes,Airways,Yes,Working Class,327.34
Moderate_Reputation,853.0,Bronze,5.85,20.5,No,No,No,Roadways,No,Wealthy,249.69
Moderate_Reputation,53.0,Aluminium,6.6,18.77,Yes,No,No,Waterways,No,Working Class,274.06
Moderate_Reputation,3490.0,Marble,4.02,20.23,No,Yes,Yes,Roadways,No,Wealthy,310.89
Very_High_Reputation,17958.0,Brass,133.23,57.92,No,No,No,Roadways,No,Wealthy,2137.74
Low_Reputation,2109.0,Clay,5.47,23.88,No,No,No,Roadways,Yes,Working Class,178.56
High_Reputation,1468.0,Brass,6.29,22.94,No,Yes,Yes,Roadways,No,Working Class,419.73
Low_Reputation,2209.0,Bronze,6.9,15.82,No,Yes,No,Roadways,No,Working Class,192.66
Low_Reputation,494.0,Bronze,4.41,24.37,Yes,Yes,Yes,Airways,No,Wealthy,267.52
Moderate_Reputation,578.0,Aluminium,6.83,21.28,No,No,No,Waterways,No,Working Class,274.85
Low_Reputation,397.0,Brass,3.48,20.73,Yes,No,No,Waterways,No,Working Class,251.97
Moderate_Reputation,75671.0,Brass,114.44,36.65,No,No,Yes,Roadways,No,Working Class,911.62
Low_Reputation,300.0,Bronze,6.4,23.55,No,No,No,Roadways,No,Working Class,232.01
Low_Reputation,725.0,Aluminium,3.36,10.64,No,No,No,Roadways,No,Working Class,92.05
High_Reputation,12172.0,Bronze,53.37,87.65,No,No,Yes,Airways,No,Working Class,2427.98
Low_Reputation,755.0,Bronze,5.79,16.16,No,No,Yes,Roadways,No,Wealthy,204.35
High_Reputation,6873.0,Marble,49.96,41.16,No,No,No,Roadways,No,Wealthy,781.66
Low_Reputation,12634.0,Marble,13.72,55.67,No,No,No,Roadways,No,Working Class,387.99
High_Reputation,4749.0,Bronze,14.7,17.4,No,No,No,Roadways,No,Wealthy,335.97
Low_Reputation,62433.0,Stone,109.65,54.5,No,Yes,No,Airways,No,Wealthy,1421.38
Low_Reputation,180.0,Brass,6.94,16.84,No,Yes,No,Roadways,No,Wealthy,186.6
Low_Reputation,324.0,Clay,3.98,20.19,Yes,No,No,Waterways,Yes,Working Class,183.07
Moderate_Reputation,6897.0,Clay,10.38,63.89,No,Yes,No,Airways,Yes,Wealthy,1634.8
Moderate_Reputation,648.0,Wood,4.24,14.56,No,No,Yes,Roadways,No,Working Class,273.43
Moderate_Reputation,734.0,Clay,6.18,19.38,No,No,Yes,Roadways,Yes,Wealthy,304.44
Low_Reputation,309.0,Aluminium,4.46,15.39,Yes,No,No,Roadways,No,Working Class,151.92
Low_Reputation,334.0,Wood,6.5,10.49,No,No,No,Roadways,No,Working Class,111.53
High_Reputation,55.0,Wood,6.44,14.69,No,Yes,No,Roadways,No,Wealthy,482.42
Low_Reputation,1796.0,Clay,10.07,15.75,No,Yes,No,Airways,Yes,Working Class,211.9
Moderate_Reputation,108.0,Clay,3.43,17.16,No,No,Yes,Roadways,Yes,Working Class,165.58
High_Reputation,928.0,Aluminium,5.24,21.51,No,Yes,No,Airways,No,Working Class,489.68
High_Reputation,20425.0,Marble,50.13,35.69,No,No,No,Waterways,No,Wealthy,1667.84
Moderate_Reputation,1193.0,Aluminium,6.83,24.87,Yes,No,No,Waterways,No,Working Class,349.03
Very_High_Reputation,449.0,Wood,4.38,21.61,No,Yes,Yes,Airways,No,Wealthy,171.32
High_Reputation,5260.0,Stone,3.23,28.18,No,Yes,No,Roadways,No,Wealthy,297.01
High_Reputation,1505.0,Bronze,5.32,22.1,No,Yes,No,Roadways,No,Working Class,568.08
High_Reputation,2261.0,Aluminium,6.27,10.47,No,Yes,No,Roadways,No,Working Class,427.62
Low_Reputation,1485.0,Clay,5.46,18.05,No,No,No,Roadways,Yes,Working Class,170.72
Low_Reputation,841.0,Clay,5.23,10.72,Yes,No,No,Waterways,Yes,Wealthy,136.03
Moderate_Reputation,3169.0,Aluminium,3.83,21.84,No,No,No,Roadways,No,Working Class,330.88
Moderate_Reputation,666.0,Aluminium,4.48,19.75,Yes,No,No,Airways,No,Working Class,269.22
Very_High_Reputation,591.0,Wood,5.18,17.95,No,No,No,Roadways,No,Working Class,732.02
High_Reputation,3267.0,Brass,16.35,22.29,Yes,No,No,Waterways,No,Working Class,427.8
High_Reputation,1275.0,Wood,7.93,16.64,No,Yes,No,Roadways,No,Wealthy,957.56
Low_Reputation,396.89110225763613,Wood,5.17,17.43,No,Yes,No,Airways,No,Working Class,141.23
Very_High_Reputation,14417.0,Bronze,81.76,91.58,Yes,No,No,Airways,No,Working Class,1910.69
Low_Reputation,5422.0,Brass,22.53,53.22,No,No,No,Roadways,No,Working Class,367.75
Low_Reputation,2649.0,Clay,5.1,19.08,No,No,No,Roadways,Yes,Working Class,178.42
Low_Reputation,593.0,Wood,4.68,16.82,No,No,No,Waterways,No,Working Class,123.9
Low_Reputation,30392.0,Marble,50.45,53.23,Yes,No,No,Waterways,No,Working Class,497.43
High_Reputation,710.0,Wood,5.34,14.9,No,No,No,Airways,No,Working Class,679.81
High_Reputation,3256.0,Stone,4.26,22.21,No,Yes,No,Airways,No,Working Class,463.73
Low_Reputation,2539.0,Marble,6.62,21.66,No,No,No,Roadways,No,Working Class,257.51
Low_Reputation,991.0,Aluminium,5.66,21.43,Yes,No,Yes,Waterways,No,Working Class,234.96
Low_Reputation,31545.0,Bronze,39.36,33.74,Yes,Yes,No,Airways,No,Wealthy,479.27
High_Reputation,1392.0,Bronze,6.99,10.95,No,No,Yes,Waterways,No,Working Class,327.47
Moderate_Reputation,10795.0,Stone,23.3,61.67,No,Yes,No,Roadways,No,Wealthy,784.13
Low_Reputation,3163.0,Bronze,11.41,11.28,No,No,No,Airways,No,Working Class,146.64
Very_High_Reputation,3126.0,Brass,5.63,22.69,No,Yes,Yes,Roadways,No,Wealthy,974.59
Low_Reputation,1057.0,Brass,6.56,19.68,No,Yes,Yes,Airways,No,Wealthy,233.7
Low_Reputation,2335.0,Brass,5.18,19.85,No,Yes,No,Airways,No,Working Class,183.06
Very_High_Reputation,396.89110225763613,Wood,4.66,19.45,Yes,Yes,Yes,Airways,No,Working Class,191.23
High_Reputation,2028.0,Clay,5.03,24.13,No,No,Yes,Roadways,Yes,Working Class,494.4
Moderate_Reputation,24399.0,Brass,49.67,56.65,No,Yes,No,Roadways,No,Wealthy,1260.96
Very_High_Reputation,27101.0,Bronze,83.84,35.27,No,No,Yes,Roadways,No,Working Class,513.53
Very_High_Reputation,117.0,Wood,6.09,24.87,No,Yes,No,Roadways,No,Working Class,163.03
High_Reputation,690.0,Wood,3.91,22.7,No,Yes,No,Airways,No,Working Class,617.39
Low_Reputation,10286.0,Brass,27.14,61.68,No,Yes,No,Airways,No,Wealthy,553.63
High_Reputation,396.89110225763613,Wood,6.9,22.98,No,No,No,Roadways,No,Working Class,868.36
Low_Reputation,4081.0,Marble,12.69,12.65,No,No,Yes,Roadways,No,Working Class,188.12
Low_Reputation,918.0,Aluminium,3.15,22.2,No,Yes,Yes,Roadways,No,Wealthy,177.9
High_Reputation,19255.0,Brass,53.9,54.42,No,No,No,Airways,No,Working Class,2015.05
Low_Reputation,530.0,Aluminium,5.23,10.42,Yes,No,No,Waterways,No,Working Class,100.34
Moderate_Reputation,959.0,Marble,5.18,20.28,No,No,No,Waterways,No,Working Class,237.29
High_Reputation,679.0,Stone,3.68,23.91,Yes,No,No,Waterways,No,Wealthy,298.07
High_Reputation,39.0,Bronze,6.42,21.71,No,Yes,No,Roadways,No,Wealthy,302.12
High_Reputation,2320.0,Clay,10.37,19.35,No,No,Yes,Waterways,Yes,Working Class,474.89
Low_Reputation,4065.0,Clay,3.57,23.24,No,No,Yes,Airways,Yes,Working Class,260.72
Moderate_Reputation,75909.0,Marble,35.24,29.92,No,No,No,Roadways,No,Wealthy,694.66
Moderate_Reputation,483.0,Wood,5.37,17.3,Yes,No,No,Waterways,No,Wealthy,311.23
Moderate_Reputation,2733.0,Marble,5.68,11.46,No,No,Yes,Roadways,No,Wealthy,238.25
Moderate_Reputation,4412.0,Stone,27.99,10.51,No,Yes,No,Roadways,No,Working Class,333.67
High_Reputation,376.0,Stone,5.72,15.29,No,No,Yes,Roadways,No,Working Class,338.31
Low_Reputation,804.0,Aluminium,5.97,14.41,No,No,No,Waterways,No,Working Class,113.07
Low_Reputation,1745.0,Aluminium,4.83,17.48,No,No,Yes,Roadways,No,Working Class,172.55
Low_Reputation,48.0,Clay,4.34,21.69,Yes,Yes,No,Airways,Yes,Wealthy,206.87
High_Reputation,28301.0,Marble,176.51,55.76,No,No,No,Roadways,No,Working Class,873.56
Low_Reputation,66.0,Wood,6.79,19.01,No,No,No,Roadways,No,Wealthy,138.0
Low_Reputation,1030.0,Aluminium,3.72,17.68,Yes,No,Yes,Waterways,No,Working Class,197.03
High_Reputation,20765.0,Bronze,46.67,90.77,No,No,Yes,Roadways,No,Working Class,2314.7
Low_Reputation,749.0,Aluminium,6.38,13.05,No,No,No,Waterways,No,Working Class,145.16
Low_Reputation,1172.0,Brass,5.07,13.57,Yes,Yes,Yes,Airways,No,Wealthy,203.14
Low_Reputation,14818.0,Brass,10.19,48.48,No,No,Yes,Roadways,No,Working Class,448.43
High_Reputation,26968.0,Bronze,123.28,90.12,No,Yes,No,Roadways,No,Wealthy,2496.12
High_Reputation,652.0,Wood,5.73,13.77,No,No,No,Airways,No,Working Class,350.62
High_Reputation,59322.0,Stone,106.32,39.47,Yes,No,Yes,Airways,No,Working Class,1517.44
Low_Reputation,62633.0,Brass,13.38,28.93,No,Yes,No,Roadways,No,Working Class,609.97
High_Reputation,2535.0,Bronze,9.23,22.87,No,Yes,Yes,Airways,No,Working Class,1784.49
Low_Reputation,7768.0,Brass,16.46,33.19,No,No,No,Airways,No,Wealthy,229.63
High_Reputation,236.0,Aluminium,4.93,19.43,No,No,No,Airways,No,Working Class,358.77
High_Reputation,2455.0,Stone,5.21,24.23,Yes,No,No,Waterways,No,Working Class,377.74
Moderate_Reputation,44.0,Aluminium,5.08,13.25,No,No,No,Waterways,No,Working Class,119.1
High_Reputation,11.0,Aluminium,4.01,19.91,Yes,No,Yes,Airways,No,Working Class,168.97
Low_Reputation,2388.0,Wood,3.44,18.53,Yes,No,Yes,Waterways,No,Working Class,208.4
Low_Reputation,44.0,Aluminium,6.52,13.94,Yes,No,Yes,Waterways,No,Working Class,140.02
Moderate_Reputation,770.0,Aluminium,5.84,20.28,No,No,Yes,Roadways,No,Working Class,280.67
Moderate_Reputation,396.89110225763613,Wood,4.89,12.46,No,No,Yes,Roadways,No,Working Class,271.86
Moderate_Reputation,9118.0,Brass,19.32,86.16,No,Yes,Yes,Roadways,No,Working Class,945.68
Low_Reputation,3521.0,Bronze,5.46,10.3,No,No,No,Roadways,No,Working Class,127.88
Low_Reputation,577.0,Wood,5.65,16.95,No,No,No,Roadways,No,Working Class,145.18
High_Reputation,907.0,Clay,3.44,23.83,No,No,No,Roadways,Yes,Working Class,385.66
High_Reputation,45264.0,Marble,140.88,71.1,No,No,No,Roadways,No,Working Class,990.2
Moderate_Reputation,1034.0,Brass,4.63,20.25,No,No,No,Roadways,No,Working Class,218.73
High_Reputation,250.0,Wood,5.49,18.05,No,No,No,Roadways,No,Working Class,419.91
Very_High_Reputation,4847.0,Brass,5.19,22.88,No,Yes,Yes,Airways,No,Wealthy,467.51
Moderate_Reputation,11611.0,Stone,11.38,34.32,No,Yes,No,Airways,No,Wealthy,434.27
Moderate_Reputation,3427.5422818791944,Clay,6.62,24.87,No,Yes,Yes,Airways,Yes,Wealthy,339.2
Moderate_Reputation,1492.0,Aluminium,6.66,23.99,Yes,No,No,Airways,No,Working Class,310.45
Moderate_Reputation,2862.0,Bronze,8.18,14.29,No,No,No,Roadways,No,Working Class,388.61
High_Reputation,1110.0,Wood,6.52,15.27,Yes,Yes,No,Airways,No,Wealthy,521.19
Moderate_Reputation,16977.728997289974,Bronze,161.95,50.42,No,No,No,Roadways,No,Working Class,804.25
Moderate_Reputation,5352.0,Bronze,35.67,76.16,Yes,No,Yes,Waterways,No,Working Class,1236.47
Very_High_Reputation,3427.5422818791944,Clay,4.95,11.63,Yes,No,No,Roadways,Yes,Working Class,209.17
High_Reputation,1829.0,Aluminium,5.93,13.34,No,No,No,Roadways,No,Working Class,348.27
High_Reputation,35758.0,Marble,198.16,80.35,No,No,Yes,Roadways,No,Wealthy,2016.07
Moderate_Reputation,8273.0,Bronze,5.97,45.41,No,No,Yes,Roadways,No,Working Class,495.56
Moderate_Reputation,178.0,Wood,6.14,18.8,No,No,Yes,Roadways,No,Working Class,252.58
Moderate_Reputation,207.0,Wood,4.42,11.4,No,Yes,No,Airways,No,Working Class,141.84
Moderate_Reputation,440.0,Aluminium,3.45,18.1,No,No,No,Roadways,No,Working Class,252.14
Moderate_Reputation,4138.0,Marble,16.31,13.36,No,Yes,No,Airways,No,Wealthy,288.67
Moderate_Reputation,5960.0,Bronze,16.05,62.85,No,No,Yes,Roadways,No,Working Class,937.81
Low_Reputation,155.0,Wood,6.68,15.57,Yes,No,Yes,Waterways,No,Wealthy,224.88
Low_Reputation,41.0,Brass,3.51,24.15,No,Yes,No,Roadways,No,Wealthy,192.72
Low_Reputation,55542.0,Marble,199.14,45.2,Yes,Yes,No,Airways,No,Wealthy,556.74
Low_Reputation,1626.0,Aluminium,3.01,14.52,No,No,No,Roadways,No,Working Class,126.48
High_Reputation,457.0,Aluminium,5.93,15.74,No,No,Yes,Roadways,No,Working Class,242.48
Moderate_Reputation,5694.0,Bronze,26.02,33.05,No,No,Yes,Roadways,No,Wealthy,737.32
Low_Reputation,197.0,Clay,4.17,22.73,No,No,No,Roadways,Yes,Working Class,158.81
Moderate_Reputation,21370.0,Brass,18.63,63.29,No,No,Yes,Roadways,No,Working Class,705.51
High_Reputation,135.0,Wood,5.57,23.66,Yes,No,Yes,Roadways,No,Working Class,761.69
Moderate_Reputation,98.0,Wood,5.42,23.49,No,Yes,Yes,Roadways,No,Wealthy,317.49
Low_Reputation,1043.0,Aluminium,6.48,10.54,No,No,No,Waterways,No,Wealthy,127.56
Low_Reputation,15206.0,Stone,26.23,77.94,Yes,Yes,Yes,Airways,No,Working Class,669.56
Low_Reputation,243.0,Wood,3.92,15.13,No,No,No,Roadways,No,Working Class,123.0
Moderate_Reputation,26367.0,Stone,157.67,39.37,No,No,Yes,Roadways,No,Working Class,658.01
High_Reputation,220.0,Wood,3.34,20.38,No,No,Yes,Roadways,No,Working Class,569.96
High_Reputation,15138.0,Stone,43.58,73.23,No,No,Yes,Roadways,No,Working Class,1185.1
High_Reputation,375.0,Wood,3.03,13.96,No,Yes,No,Roadways,No,Wealthy,487.43
Low_Reputation,4151.0,Clay,9.07,24.8,Yes,Yes,No,Airways,Yes,Wealthy,486.53
Moderate_Reputation,47.0,Aluminium,5.8,18.89,Yes,No,Yes,Waterways,No,Working Class,219.9
High_Reputation,10005.0,Brass,47.01,38.78,No,No,No,Roadways,No,Working Class,1236.38
Low_Reputation,1103.0,Brass,5.2,14.79,No,No,Yes,Roadways,No,Working Class,148.52
Low_Reputation,456.0,Aluminium,6.58,19.03,Yes,Yes,No,Airways,No,Wealthy,214.33
High_Reputation,56467.0,Marble,122.63,37.49,No,No,Yes,Roadways,No,Wealthy,1413.78
Moderate_Reputation,432.0,Bronze,5.53,22.87,No,Yes,No,Airways,No,Wealthy,246.73
High_Reputation,27899.66926070039,Brass,38.13,83.58,No,No,No,Roadways,No,Working Class,1527.17
